,longitude___ethiopia_2015,owns_land_certificate___policy___ethiopia_2015,lives_in_afar___ethiopia_2015,productivity___output___ethiopia_2015,lives_in_harari___ethiopia_2015,household_head_is_widowed___ethiopia_2015,rooting_conditions_:_moderate_constraint___ethiopia_2015,lives_in_dire_dawa___ethiopia_2015,quantity_of_improved_seeds_used___policy___ethiopia_2015,amount_of_assistance_received___policy___ethiopia_2015,food_expenditure_diversification___output___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_credit___policy___ethiopia_2015,household_head_is_monogamous___ethiopia_2015,household_head_age___ethiopia_2015,price_rise_of_food_item___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,number_of_droughts___ethiopia_2015,household_head_is_separated___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,lives_in_snnp___ethiopia_2015,children_education___output___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,latitude___ethiopia_2015,weight___ethiopia_2015,household_head_is_female___ethiopia_2015,crop_diversification___policy___ethiopia_2015,distance_to_market___ethiopia_2015,no_food_deficiency___output___ethiopia_2015,household_size___ethiopia_2015,rooting_conditions_:_mainly_non-soil___ethiopia_2015,prevent_damage___policy___ethiopia_2015,has_borrowed___policy___ethiopia_2015,household_head_is_divorced___ethiopia_2015,attended_school___ethiopia_2015,household_head_is_polygamous___ethiopia_2015,average_precipitation___ethiopia_2015,heavy_rains_preventing_work___ethiopia_2015,lives_in_somalie___ethiopia_2015,lives_in_benishangul_gumuz___ethiopia_2015,number_of_pick_axe_owned___policy___ethiopia_2015,household_head_never_married___ethiopia_2015,rooting_conditions_:_no_or_slight_constraint___ethiopia_2015,number_of_axe_owned___policy___ethiopia_2015,illness_of_household_member___policy___ethiopia_2015,household_head_is_male___ethiopia_2015,has_saved___policy___ethiopia_2015,has_a_bank_account___policy___ethiopia_2015,lives_in_amhara___ethiopia_2015,expenditure___output___ethiopia_2015,percentage_of_damaged_crop___policy___ethiopia_2015,increase_in_price_of_inputs___policy___ethiopia_2015,lives_in_oromiya___ethiopia_2015,distance_to_road___ethiopia_2015,lives_in_tigray___ethiopia_2015,crop_sales___output___ethiopia_2015,elevation___ethiopia_2015,variations_in_greenness___ethiopia_2015,rural_household___ethiopia_2015,has_medical_assistance___output___ethiopia_2015,lives_in_gambella___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,rooting_conditions_:_severe_constraint___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,distance_to_population_center___ethiopia_2015,rooting_conditions_:_very_severe_constraint___ethiopia_2015,number_of_sickle_owned___policy___ethiopia_2015,land_surface___ethiopia_2015,literacy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015,average_temperature___ethiopia_2015
uses_irrigation___policy___ethiopia_2015,0.185676791432382,-0.032812443451227,0.134450282630136,0.093037319430785,0.115622794228964,-0.010672436265622,-0.052609006930067,0.124860185633116,0.035581154677139,0.162804888487449,0.010575306257638,0.068156906713191,0.02295335979354,0.029923931068602,0.019034231910252,0.071361875166978,0.005477703109531,0.101466320924899,-0.00392389039994,0.071599292171008,-0.156952333341055,0.046138330804874,0.018512823811384,0.146662566911823,-0.065249714390583,-0.045707203494879,0.076319805431828,-0.13299702234652,0.047145840776933,0.033643908528029,-0.040423241874885,0.010451552780352,0.042171340809687,-0.018036697811952,-0.02112582052305,-0.013759564655831,-0.206201897219247,-0.024747146508307,0.028925568771125,-0.016587928468399,-0.032225064910903,-0.024187765266279,-0.10906693316543,-0.088038459155766,-0.000688729367686,0.045707203494879,0.044627093465591,0.009507685769489,0.06119252061846,0.076769473020501,0.07680442173361,0.037141216551202,-0.044612020051255,-0.006007989559481,0.047673079928145,0.103023792295592,-0.093033067199637,-0.15191553703385,0.010664203074773,0.082072392800114,-0.057745281518785,0.004032955811522,0.053897117946891,0.095113160728901,-0.031566563696161,0.174768957817977,0.082346334393621,0.023887343990134,-0.005727752741886,1,0.099377425872537
has_saved___policy___ethiopia_2015,0.069931741790835,-0.029870801235627,0.13319385360011,0.102707367151868,0.129048894710612,-0.04767388645713,0.014997181767731,-0.036204811318717,0.01429246901574,-0.028027104354344,0.065321421401131,-0.095422775796252,-0.003768746705455,-0.011111159602139,-0.182331080050733,0.02697067972307,0.014426094658654,-0.029353707492172,0.039919117138748,-0.028408447515402,-0.049981415600324,0.029008861909209,0.08970700213714,0.037008758287603,-0.024606325712495,0.025563827370937,0.084248253147993,-0.054449248714133,0.093727955903424,-0.121722860918723,-0.041153446588689,-0.004707228524171,-0.002438760135787,0.046796478617063,0.167598219450503,-0.019934008144592,-0.03638440157318,-0.008634625037968,-0.068691225623704,-0.018494957541837,-0.063481518038095,0.068868864886315,-0.010082370156707,-0.062087136207464,-0.00520243886129,-0.025563827370937,1,0.50555752503379,-0.005775237088193,0.101165415996617,-0.021137762510609,-0.026149601212459,0.023146738346587,-0.019250113556484,-0.008680032133431,0.102377795599908,-0.015002077621649,-0.048378881753691,-0.12227263390058,0.131916454900818,-0.017327535443693,-0.096761903144661,0.048737384054872,0.008086139922372,-0.013650230843005,-0.034763492778065,-0.10467201645994,-0.055059136815226,0.156231913837592,0.044627093465591,0.027313159593707
number_of_droughts___ethiopia_2015,0.529854250472955,-0.113416273199427,0.096961854814007,0.132308221296973,0.157027156868802,0.013625751442481,-0.068972051644901,0.18605870493578,-0.083891270912825,0.446434358576816,-0.083486913069223,0.000578849781894,-0.034613334013869,0.004838888979796,0.083425542060273,0.348224535413221,0.009235348807022,1,-0.004566212185391,-0.129862294407183,-0.158715831218474,-0.053226312491255,0.025328121427169,0.105834203631299,-0.155986110280552,0.008301069565247,-0.106904386659329,-0.144017898610351,-0.285101988765389,0.049842294813802,0.152291896614863,-0.084078866821782,0.036975538157818,-0.000822711611849,-0.13376068204628,-0.006471051492137,-0.499826418846001,-0.077352909446788,0.302231806500248,-0.122771614292117,-0.027019935842974,-0.036770813873697,-0.24195719731762,-0.064842427902082,-0.01443072159469,-0.008301069565247,-0.029353707492172,-0.091542308843659,-0.062132606027417,-0.032111972762653,0.528601592049477,0.106562341146382,-0.115367074276687,0.044718287333205,0.08554470421564,0.101602773114723,-0.162340457260841,-0.476313156809317,0.102432264162786,0.015668225963681,-0.082684415637153,-0.094285755355735,0.161541369889512,-0.098189077344812,-0.028572729416068,0.159619808573734,0.003995265786067,-0.063132116438024,-0.114608567915369,0.101466320924899,0.164881428716522
household_head_is_monogamous___ethiopia_2015,-0.021157472210565,0.032176459326069,-0.027373908469421,-0.013820105578879,0.02705805567939,-0.666965699958857,0.016395757894602,0.008115735514447,0.063657169895103,-0.068883504172741,-0.004417011141366,0.258930473824396,0.109726582217391,1,-0.187426578811016,0.001468895169539,0.033399937776576,0.004838888979796,-0.194401626765095,0.179436102827765,0.058542794209077,-0.052051207065911,0.042216327884502,-0.041431689350803,0.101663988040724,-0.646654366949741,0.030941262820738,0.003606345113411,0.054502837675479,0.409257253395541,-0.024430185459305,0.077795967535003,0.099322775381325,-0.410488659891227,0.192276822859252,-0.301699634747183,0.061846314196125,0.045237864006,-0.038222043163722,-0.002917940045669,0.137529702143358,-0.22248762338362,-0.014207921512675,0.121922080675257,0.014998998011393,0.646654366949741,-0.011111159602139,-0.038502628760004,-0.019464111327288,0.235993523949751,0.027710634966136,0.041664338489019,0.01770192692243,0.012943820630454,-0.042949071639726,0.088316140449948,0.019128408169892,0.035334206704335,0.073816363126123,-0.008173545889058,-0.019644756490924,0.211790289293288,0.022851850883327,0.144733505271159,-0.047298975007445,-0.008214230096415,0.183484190187258,0.264080421357545,0.221051021467239,0.029923931068602,-0.034995278094689
number_of_water_storage_pit_owned___policy___ethiopia_2015,-0.01048016639469,0.022834160168999,-0.040540694467748,0.027679167942981,0.07981183254821,-0.014932871202126,0.019528464466096,-0.033983663522685,0.013230865057288,-0.054537695835507,0.048829633478878,-0.106194733547331,0.033651114345357,0.033399937776576,0.025870279839338,-0.01175270893256,1,0.009235348807022,0.0151248888613,0.088851186047096,0.00244549072888,0.005231153862891,0.077933893299779,-0.022352789627639,0.018488500084017,-0.012870570470156,-0.001277286663917,-0.007432248187814,0.049231016187662,0.043644287948261,-0.008824835149747,0.053664190085627,0.000449630384731,-0.034989303237125,0.031529072708482,-0.000519116105169,-0.004768187603888,-0.005109758783869,-0.036351520093696,0.101216138612659,0.046611812791873,-0.020671708565238,0.042411929983219,0.027550668743726,0.025077242453794,0.012870570470156,0.014426094658654,-0.004536383677745,-0.057426702011925,0.071915687311822,0.022194818130393,0.048705047166809,0.052429813357829,-0.041312376896266,-0.01028314648997,0.087591239523429,0.017401375571027,0.037266008057605,0.01658911970966,0.011199131850692,-0.036221801923197,0.053148650020251,-0.028067064814756,0.080648535642461,-0.031394554197549,-0.045742424372213,-0.085338308721042,0.088523510532043,0.020713722988001,0.005477703109531,-0.018920530485716
literacy___ethiopia_2015,-0.068567656396778,0.029186325116656,-0.020932078185413,0.036658491000815,-0.016502635550886,-0.275730191064596,-0.019344470153162,-0.054913564550469,0.050061143737412,-0.1424990568015,0.109410977958513,-0.002833095785224,0.025586732148478,0.221051021467239,-0.350707456886932,-0.030934298605466,0.020713722988001,-0.114608567915369,-0.003937738408818,0.048100083908609,0.043439543892026,0.132406409847064,0.103798541590244,-0.044290349054884,0.071106734811347,-0.259698286737882,0.033960144163485,0.00415436989433,0.128873556767325,0.092916267941705,-0.049479444576667,0.056169643028103,0.023583644843595,-0.09027597323967,0.815150734334023,0.026496990697395,0.084926474108546,-0.021671799182383,-0.05161435298389,0.028673923208828,0.034479128040983,0.122710906466289,0.053664581612879,0.050185298927052,-0.002246883880776,0.259698286737882,0.156231913837592,0.209478082970234,-0.084133254538411,0.305075596281277,-0.095448285616865,-0.034943932491744,0.072047610014585,-0.085457006976133,0.011989509430147,0.082704928102924,0.035482690777664,0.102923741602667,-0.182984910714215,0.06644871382524,0.04003225399111,0.033581265524241,-0.016224811239334,0.036026906010435,-0.065248479312175,-0.011484782526762,-0.027574807021231,0.014473693095891,1,-0.005727752741886,-0.038987630474251
rural_household___ethiopia_2015,0.024725620041836,-0.025823574786239,-0.016315703703697,-0.020397552523062,0.066146582098739,-0.014449029589576,-0.005927701750216,0.065858714670353,0.075111872271746,0.088097497994275,-0.102986463761163,0.255499029780843,0.105091513037631,0.073816363126123,0.071726224089017,-0.052452424870893,0.01658911970966,0.102432264162786,-0.032025721421102,0.22318172012213,0.015637127390278,-0.19386868633206,-0.010249303223337,-0.029020800326115,0.046274583952874,-0.096529738032831,0.054033395144603,-0.062499205238281,-0.07819657788472,0.103072757336973,0.000446704033276,0.088274174452662,0.070762368192464,-0.072689129843082,-0.202056388285207,0.023906399183135,-0.029607119466828,-0.022634341133357,0.005989376361049,0.010000417589917,0.122418886510676,-0.077696965242557,-0.066870015171454,0.110006798415338,-0.088062173499241,0.096529738032831,-0.12227263390058,-0.244498631950349,-0.028375774713995,-0.099293618611386,0.138163441626452,0.110980050941386,-0.056436404078274,0.115895433974018,0.004993351807711,0.079145477576262,-0.066129094513004,-0.033760533839458,1,-0.054247547232517,0.013517107158816,0.19016423343285,0.081243315357894,0.197270022168258,-0.091652763119669,0.015970178642491,0.262643809157544,0.303077906893484,-0.182984910714215,0.010664203074773,0.045366266053126
has_medical_assistance___output___ethiopia_2015,-0.036736740523506,-0.016072185893201,0.079521296217554,0.01241749952098,0.053433962284694,-0.033895913065357,-0.025823345159078,0.050761805370904,0.047962339446157,0.07122264424776,0.085870089316616,-0.016983267755532,0.003347342840584,-0.008173545889058,0.004859744109348,0.043442816562989,0.011199131850692,0.015668225963681,0.022509183577738,-0.010419084526747,-0.076263912434971,0.054044269786348,0.096066840879312,0.074993004952411,-0.137825205745096,-0.015887720285151,0.025026558971326,-0.039006923342284,0.004776570266587,-0.073750170497513,-0.030225048955446,0.034876203591265,0.088339542724019,0.045981640246185,0.055863301794419,0.014052261881769,-0.048673353319567,0.00819542572857,-0.036632201688302,0.113619068866311,-0.033659756962693,-0.005418456249814,0.000103558176443,-0.00341194833986,0.272353152192838,0.015887720285151,0.131916454900818,0.083320137000958,-0.043589203189584,0.068414784956755,0.045118848080202,0.034461949425619,-0.046700632282635,0.00659875242107,0.065476792251654,0.061532035859561,-0.151390053740333,0.025921730038879,-0.054247547232517,1,0.033765591271059,0.002172723337843,0.030528637912301,0.037791889957896,0.037927648452616,0.012198195597414,0.013748021981114,0.015047823207921,0.06644871382524,0.082072392800114,0.149532640677521
quantity_of_improved_seeds_used___policy___ethiopia_2015,-0.123193589110616,0.105984836721028,-0.018734333242239,-0.053473322112481,-0.01718954182192,-0.041396431978416,-0.044607772533061,-0.074682344521812,1,-0.084668924255511,0.067315182747421,0.125028910758386,0.151810338856229,0.063657169895103,-0.025412789647944,-0.054037331325034,0.013230865057288,-0.083891270912825,-0.034837667834903,0.413380432276747,0.074272533966107,0.038210928244779,0.114399538356677,-0.043099213805568,0.148971905521706,-0.05736202894542,0.079424115731854,-0.084647580955293,0.021597184625829,0.055734218698932,-0.006369241148742,0.19423642324797,0.053290359479761,-0.035765153216696,0.048749590108626,-0.005204527688313,0.189928113431184,0.004097709590191,-0.027846775145694,-0.03630000507457,0.061362144985342,-0.006451304477681,0.202470051391604,0.005639581491693,-0.004209716946926,0.05736202894542,0.01429246901574,0.059728789241716,0.026024727722823,0.166547774507477,-0.079144115258913,0.173685090430432,0.084932761342361,-0.123995400976382,-0.113112701115134,0.060748406559042,0.076746980926076,0.218881226981558,0.075111872271746,0.047962339446157,-0.076032230569064,0.178498493003033,-0.113369710059525,0.329541149275185,-0.100389987638662,-0.125971719960669,0.112547355149955,0.191284214089654,0.050061143737412,0.035581154677139,-0.132682789784468
latitude___ethiopia_2015,0.220217497638993,0.157091611793451,0.141097765522926,-0.118393967062309,0.006283432235108,0.018697197076916,-0.048935555460063,0.049094935922338,-0.043099213805568,0.125924327022424,0.010790556922138,0.143072035380005,0.060247691498697,-0.041431689350803,0.04606680407989,-0.064190448330109,-0.022352789627639,0.105834203631299,0.035654654179021,0.080010575514379,-0.636804853784757,0.126687049786124,0.002321148557478,1,-0.028137376107125,0.052943285997659,-0.375804401326727,-0.33265160704696,0.135520514961014,-0.156654198861869,0.116927039572738,-0.022471995950809,0.059551626495256,0.145601518592062,-0.10502366958988,-0.139378323361062,-0.310855849538857,-0.088749982127167,-0.131794058991241,0.095742391659243,-0.308040243640056,-0.015699995482876,-0.288329098631464,-0.285896593098354,-0.085200626216849,-0.052943285997659,0.037008758287603,0.117484526569409,0.485195694954144,0.017883221062027,0.244476731540754,-0.046208673015663,-0.211088492997788,0.008192710477152,0.52880136455621,0.058105141044883,0.101412296460863,0.034357375567828,-0.029020800326115,0.074993004952411,-0.114754886441147,0.085565872320896,0.082413889508609,0.119232699454391,0.03119220011468,0.305956788646073,0.219961717749956,0.090587245011009,-0.044290349054884,0.146662566911823,0.031655986968099
lives_in_somalie___ethiopia_2015,0.34369483900384,-0.220372142566506,-0.047090229183418,0.045966271577363,-0.047090229183418,-0.004777191367727,-0.065306245030659,-0.046885294283578,-0.027846775145694,0.261203978488881,-0.056218510462005,-0.103755580733253,-0.096679904276924,-0.038222043163722,0.029130915411894,0.138017096778181,-0.036351520093696,0.302231806500248,0.024123711210405,-0.198390689861246,-0.150385367310713,-0.118387553432605,0.110196348712377,-0.131794058991241,-0.17737858848161,0.001509443832761,-0.10004631299436,0.020822657310128,-0.112140959261029,0.059491692459928,0.276440818525354,-0.105682830627035,0.049912723701505,-0.020863999707909,-0.080914557431928,0.104270382050434,-0.350651776645479,-0.027476982222023,1,-0.047902345374293,-0.059194439624917,0.012658242246709,-0.069516605557362,-0.022181932627227,0.010313212315211,-0.001509443832761,-0.068691225623704,-0.031587837506482,-0.133882267710646,0.094236777522308,0.231931691582188,-0.04955874706577,-0.129286112066072,0.067983974782391,-0.087710473864124,0.053547950354642,-0.286550750935544,-0.374238456967404,0.005989376361049,-0.036632201688302,-0.043272344680112,-0.094930744676669,0.059733642553476,-0.171194927224068,0.107270952372247,-0.055411595020973,-0.093666152448445,-0.065649898225025,-0.05161435298389,0.028925568771125,0.231836390815891
attended_school___ethiopia_2015,-0.101751208096097,-0.015434997885535,-0.035503244300377,0.042810566316969,-0.009713550894366,-0.250446247960131,-0.020176438382779,-0.033012652928487,0.048749590108626,-0.135746871178978,0.096427319462471,-0.035570703304356,0.020305030102455,0.192276822859252,-0.42646657180567,-0.025573643378793,0.031529072708482,-0.13376068204628,0.009136921422046,0.013262213431321,0.102111558843898,0.086572918769225,0.077850690610294,-0.10502366958988,0.026826767498098,-0.20579803704923,0.06033027205374,0.056191114422822,0.121202551211973,0.062394789618969,-0.065192613857453,0.057253859525672,0.015705105161965,-0.070006212061258,1,0.010038377218162,0.106490560268945,-0.022345762238424,-0.080914557431928,0.055732815125259,0.056353858474864,0.125454324487975,0.067357902732891,0.077116304444304,0.001639845137612,0.20579803704923,0.167598219450503,0.212692329683136,-0.145694402956047,0.264101864874068,-0.116970286534092,-0.028502918505778,0.093630591222096,-0.062626081632579,-0.012787112894941,0.052649251241151,0.023762383714346,0.113648393711827,-0.202056388285207,0.055863301794419,0.02937070309803,-0.003983962263786,-0.016147011530925,-0.005229332899059,-0.051931003122211,-0.021352129410054,-0.082251842086534,-0.031422213385385,0.815150734334023,-0.02112582052305,-0.026653677155196
number_of_axe_owned___policy___ethiopia_2015,-0.285502652343947,-0.084480367126124,0.02211889680491,0.003021222991108,-0.11105285072279,-0.113500216716615,-0.054508904669448,-0.09061705722913,0.005639581491693,-0.048264418809243,-0.005613758328312,0.081650125616646,0.059755350500698,0.121922080675257,-0.008348734940163,-0.019576993328537,0.027550668743726,-0.064842427902082,-0.064531275676577,-0.009823986340227,0.220153595765345,-0.084921644254892,0.07435496470245,-0.285896593098354,-0.027423431286666,-0.18174330034497,0.141740756303192,0.159000884733781,-0.044083705434233,0.241688501481987,-0.047283918703876,0.039656337601709,0.017187131092216,-0.096599134484401,0.077116304444304,0.122889712738953,0.103248762525091,0.06242801764718,-0.022181932627227,0.083638438297064,0.315305971866534,-0.039194655892515,0.134868146085474,1,0.017385913240903,0.18174330034497,-0.062087136207464,-0.106015291845228,-0.316399831301369,0.080687794156996,-0.081161897676408,0.090041341477523,0.061379843440707,0.13541093154695,0.018317976196903,0.05022636894077,-0.198861437598105,0.082952380304119,0.110006798415338,-0.00341194833986,0.155538851896753,0.10308466772245,-0.016514064685748,0.022054336928212,0.112898814494729,-0.093210263307505,0.081108755456269,0.155927240346837,0.050185298927052,-0.088038459155766,0.165675199011193
food_expenditure_diversification___output___ethiopia_2015,-0.058428689826941,-0.009475243617251,0.00777530312907,0.003553789313022,0.052485801307651,-0.024896688263716,-0.012498513554789,-0.12832237767257,0.067315182747421,-0.054882815726713,1,-0.044431600244168,0.004171607438969,-0.004417011141366,-0.033067349552247,-0.010869439899463,0.048829633478878,-0.083486913069223,0.01465195667208,0.069747555373905,-0.049134287248361,0.115238043475464,0.06731944305657,0.010790556922138,0.04200595034468,0.029476191373783,0.01484828913767,-0.056419908534961,0.089792944106828,-0.043597548171049,-0.058277617864547,0.066475991429346,-0.034698447377888,0.02989055252215,0.096427319462471,0.015322110073622,0.049024728813884,-0.040186015968488,-0.056218510462005,0.063507998938619,-0.00607060270128,-0.007322324242781,0.09023209265511,-0.005613758328312,0.004664318395656,-0.029476191373783,0.065321421401131,0.04197662196829,-0.021116492179719,0.074488657565749,-0.088209726031153,0.01056831857655,0.097267602496834,-0.081544459145697,0.003096694149217,0.046713292038441,0.045541143887571,0.110564026623727,-0.102986463761163,0.085870089316616,0.023720259929411,-0.007010394751577,-0.065500164316913,0.046569287280686,-0.012203452750674,-0.017753089705203,-0.017264808069346,0.004182280994762,0.109410977958513,0.010575306257638,-0.061283275878792
lives_in_afar___ethiopia_2015,0.222833864010098,-0.134294293007735,1,0.016092569904546,-0.033806818181818,0.006069027927415,-0.057298789242877,-0.033659692185234,-0.018734333242239,0.228344737118789,0.00777530312907,-0.105580348479562,-0.062990230294592,-0.027373908469421,-0.024479934749196,0.091002441373295,-0.040540694467748,0.096961854814007,-0.010562771121496,-0.147647976424823,-0.107964026891369,-0.01439703975035,-0.045907866015325,0.141097765522926,-0.15871392559049,0.008521977721463,-0.085564637206294,-0.043358577900335,-0.00478539489617,0.023930386806969,0.029061478600569,0.058034534419969,0.036858936252062,0.013823410560614,-0.035503244300377,0.038513625036034,-0.268660316084005,-0.030102019418028,-0.047090229183418,-0.034389849202978,-0.034836316184658,0.006608782136865,-0.110359295148424,0.02211889680491,0.00748688037714,-0.008521977721463,0.13319385360011,-0.021369466651612,-0.096116191421238,0.062944514287631,-0.004617984754491,-0.071487145156732,-0.092816538798902,0.041416379255497,-0.062968732452246,0.045182876008389,-0.282560673574851,-0.305945750712814,-0.016315703703697,0.079521296217554,-0.031065898685765,-0.056305153658289,0.103771122998618,-0.119098195598065,0.25109945969726,0.079657107364922,-0.108462327338002,-0.092626148723998,-0.020932078185413,0.134450282630136,0.285413203656344
lives_in_oromiya___ethiopia_2015,-0.036654045263075,0.012323727044379,-0.092816538798902,-0.11441746150797,-0.092816538798902,0.028206991083791,-0.044073752660708,-0.092412604725697,0.084932761342361,-0.106369264800369,0.097267602496834,0.051818031501228,0.002651408229437,0.01770192692243,-0.000717814329002,0.03732893701687,0.052429813357829,-0.115367074276687,-0.012888629445658,0.16422441440035,-0.296414978687283,-0.008035263758273,0.001232153930173,-0.211088492997788,0.475307101469276,-0.004679750525762,-0.002448282005441,0.005028052701921,-0.082370004108083,0.044950185242518,-0.080732824553474,0.212707771156856,-0.011650749149802,-0.088669239861995,0.093630591222096,0.012252502591847,0.197063869006977,-0.014300573103753,-0.129286112066072,-0.094417249078863,0.216853069980904,0.020829374896388,0.201076043490311,0.061379843440707,0.038783115618336,0.004679750525762,0.023146738346587,-0.029734960261263,-0.263886774622581,0.061481957554449,-0.079792185465324,0.117943865158163,1,-0.09866423935663,-0.172880504972066,0.044592760875944,0.14669006678286,0.179477649858836,-0.056436404078274,-0.046700632282635,-0.085291350850665,0.131669174855044,-0.061221390823357,0.036209989604765,0.036316213426232,-0.129703198478688,-0.014362770368219,0.148778551748059,0.072047610014585,-0.044612020051255,-0.185449482794256
number_of_sickle_owned___policy___ethiopia_2015,-0.044262368477262,0.223502360267229,-0.108462327338002,-0.193796439181434,-0.102710179591535,-0.108647482979206,0.01009686379939,-0.103724670453031,0.112547355149955,-0.03368134923524,-0.017264808069346,0.52532190323697,0.172281323598666,0.183484190187258,0.110893298933045,-0.086438006982399,-0.085338308721042,0.003995265786067,-0.056709923767258,0.377015402303322,-0.105915541533704,0.014412431645111,0.069498265759777,0.219961717749956,0.215340093417783,-0.208359530353926,-0.115332572829708,0.023463891214906,0.065275200954852,0.241102339424371,0.009472934426282,0.165331122229351,0.040156287137579,-0.107819012757068,-0.082251842086534,0.018673983290248,-0.001138108227601,0.009515819361037,-0.093666152448445,0.022539327384188,0.098609087264739,-0.099326976604608,-0.106392277096444,0.081108755456269,0.002603501795008,0.208359530353926,-0.10467201645994,-0.119179683138718,0.180705755014328,0.132000413756733,0.076599060331669,0.095843293257728,-0.014362770368219,0.064797398832151,0.196563165833252,0.042578843835159,0.154783995162026,0.121050534070838,0.262643809157544,0.013748021981114,-0.048981540034594,0.3674807047541,-0.001704075151293,0.32531247308465,0.017270125207173,0.139136837395048,1,0.400073215909196,-0.027574807021231,0.082346334393621,-0.12131827746245
lives_in_tigray___ethiopia_2015,0.097607247172916,0.112691237361648,-0.062968732452246,0.002654590208288,-0.062968732452246,0.019467865880313,0.02206324501021,-0.062694694905563,-0.113112701115134,0.024372114030704,0.003096694149217,0.114806590036112,0.032760553673033,-0.042949071639726,0.036688773323829,-0.041251340193767,-0.01028314648997,0.08554470421564,0.01561252254943,0.083493718995086,-0.201094284804535,0.058260842615197,0.024051778278184,0.52880136455621,-0.141871364878427,0.054173502975253,-0.250748333506749,-0.023922784656459,0.049596432435907,-0.034970336876642,0.116197601733685,-0.032459682943617,-0.018078949049338,0.099148811247752,-0.012787112894941,-0.061730125678311,-0.377592586247562,-0.028080428847965,-0.087710473864124,-0.064054688669281,-0.231841088027982,-0.016977736314505,-0.232526798479503,0.018317976196903,-0.059464147888047,-0.054173502975253,-0.008680032133431,0.064404728312088,-0.179026452870615,0.00387671650826,0.153704309344906,0.025893591446846,-0.172880504972066,0.043228826184982,1,0.040852448067662,0.051551480969545,-0.136089019551569,0.004993351807711,0.065476792251654,-0.057863483401836,0.059706839267026,0.020413338393481,0.145579175530116,-0.035169283450569,0.221814404959914,0.196563165833252,0.023193585314097,0.011989509430147,0.047673079928145,0.071121959180527
