,longitude___ethiopia_2015,owns_land_certificate___policy___ethiopia_2015,lives_in_afar___ethiopia_2015,productivity___output___ethiopia_2015,lives_in_harari___ethiopia_2015,household_head_is_widowed___ethiopia_2015,rooting_conditions_:_moderate_constraint___ethiopia_2015,lives_in_dire_dawa___ethiopia_2015,quantity_of_improved_seeds_used___policy___ethiopia_2015,amount_of_assistance_received___policy___ethiopia_2015,food_expenditure_diversification___output___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_credit___policy___ethiopia_2015,household_head_is_monogamous___ethiopia_2015,household_head_age___ethiopia_2015,price_rise_of_food_item___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,number_of_droughts___ethiopia_2015,household_head_is_separated___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,lives_in_snnp___ethiopia_2015,children_education___output___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,latitude___ethiopia_2015,weight___ethiopia_2015,household_head_is_female___ethiopia_2015,crop_diversification___policy___ethiopia_2015,distance_to_market___ethiopia_2015,no_food_deficiency___output___ethiopia_2015,household_size___ethiopia_2015,rooting_conditions_:_mainly_non-soil___ethiopia_2015,prevent_damage___policy___ethiopia_2015,has_borrowed___policy___ethiopia_2015,household_head_is_divorced___ethiopia_2015,attended_school___ethiopia_2015,household_head_is_polygamous___ethiopia_2015,average_precipitation___ethiopia_2015,heavy_rains_preventing_work___ethiopia_2015,lives_in_somalie___ethiopia_2015,lives_in_benishangul_gumuz___ethiopia_2015,number_of_pick_axe_owned___policy___ethiopia_2015,household_head_never_married___ethiopia_2015,rooting_conditions_:_no_or_slight_constraint___ethiopia_2015,number_of_axe_owned___policy___ethiopia_2015,illness_of_household_member___policy___ethiopia_2015,household_head_is_male___ethiopia_2015,has_saved___policy___ethiopia_2015,has_a_bank_account___policy___ethiopia_2015,lives_in_amhara___ethiopia_2015,expenditure___output___ethiopia_2015,percentage_of_damaged_crop___policy___ethiopia_2015,increase_in_price_of_inputs___policy___ethiopia_2015,lives_in_oromiya___ethiopia_2015,distance_to_road___ethiopia_2015,lives_in_tigray___ethiopia_2015,crop_sales___output___ethiopia_2015,elevation___ethiopia_2015,variations_in_greenness___ethiopia_2015,rural_household___ethiopia_2015,has_medical_assistance___output___ethiopia_2015,lives_in_gambella___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,rooting_conditions_:_severe_constraint___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,distance_to_population_center___ethiopia_2015,rooting_conditions_:_very_severe_constraint___ethiopia_2015,number_of_sickle_owned___policy___ethiopia_2015,land_surface___ethiopia_2015,literacy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015,average_temperature___ethiopia_2015
uses_credit___policy___ethiopia_2015,-0.109332692155754,0.130053932332976,-0.062990230294592,-0.075538646976222,-0.049623149869942,-0.072659113730981,0.027707787265069,-0.029684867645081,0.151810338856229,-0.032254598076116,0.004171607438969,0.172113188264345,1,0.109726582217391,-0.017384647479944,-0.062330883434632,0.033651114345357,-0.034613334013869,-0.013569852839904,0.319513027075529,0.054566466113016,0.007955931764388,0.03097816841736,0.060247691498697,0.128362201599183,-0.098020118131832,-0.032203190006267,-0.007747871334824,-0.019470457304898,0.079255946289089,-0.045554594293209,0.181288436861215,0.234366116469738,-0.048878733328144,0.020305030102455,-0.042881141443461,0.09073157463095,0.039018599386608,-0.096679904276924,-0.050513212675673,0.068659660309666,-0.012858783301187,0.042187744727867,0.059755350500698,-0.020409448830674,0.098020118131832,-0.003768746705455,0.044456534473264,0.077278521485076,0.081302178673339,-0.015906975110227,0.063469230383313,0.002651408229437,-0.008445761478019,0.032760553673033,0.035704502051978,0.145084362083886,0.131949911017717,0.105091513037631,0.003347342840584,-0.060394011172056,0.169887753469647,-0.031601566760166,0.254462303836589,-0.074625125717334,-0.030687121303643,0.172281323598666,0.214039263188956,0.025586732148478,0.02295335979354,-0.131422639451643
household_head_is_polygamous___ethiopia_2015,-0.028693130361926,-0.037168564802935,0.038513625036034,-0.027307195875566,-0.027610224340901,-0.083685593299951,-0.022244756277757,-0.018895899550576,-0.005204527688313,-0.006359762616386,0.015322110073622,-0.002679943425376,-0.042881141443461,-0.301699634747183,0.049440257675151,0.003294453239223,-0.000519116105169,-0.006471051492137,-0.024391982189363,-0.052201655712683,0.037371489107827,-0.039852880061663,0.02302039961998,-0.139378323361062,-0.014066495988396,-0.093625728448022,0.047895952111819,0.093436244454988,-0.009207202462308,0.14031273907444,-0.005007455034089,0.01882666912273,-0.024232634366026,-0.051504878058974,0.010038377218162,1,-0.027908623677293,-0.022765508828788,0.104270382050434,0.06112092871292,0.056393478312688,-0.027915991430898,0.052041972811795,0.122889712738953,-0.000385220942652,0.093625728448022,-0.019934008144592,-0.042480336322368,-0.094726528873011,0.076609380973204,-0.042307373670072,0.020262818045327,0.012252502591847,0.045658238823902,-0.061730125678311,0.031333069922533,-0.110626210962481,-0.045877100916418,0.023906399183135,0.014052261881769,0.011777660675529,0.003156998987787,0.013932969494067,-0.027368940527495,0.076554932245624,-0.062374753353545,0.018673983290248,0.030206975223832,0.026496990697395,-0.013759564655831,0.094882851573503
rooting_conditions_:_moderate_constraint___ethiopia_2015,0.037321055933584,0.068022545287265,-0.057298789242877,0.021193593007826,0.032425324013781,0.002979337413815,1,-0.069739273858928,-0.044607772533061,-0.105858380695684,-0.012498513554789,0.01534771698905,0.027707787265069,0.016395757894602,0.01844316563768,-0.024909131368315,0.019528464466096,-0.068972051644901,0.014345481418464,0.041439349443564,0.128179916098593,-0.020504734706424,-0.048075886904779,-0.048935555460063,0.065941322443013,0.002859648806651,-0.026413311948684,0.082607125531539,0.017653299728851,-0.010852703181215,-0.091145989417348,-0.004721734035532,-0.007121397670625,-0.014624386441729,-0.020176438382779,-0.022244756277757,0.029432599141619,0.077424601206983,-0.065306245030659,-0.08001826939367,-0.038515464061592,-0.018008870241636,-0.429351037233893,-0.054508904669448,0.042100248234294,-0.002859648806651,0.014997181767731,0.001695701880815,0.03362913649782,0.014028011250072,-0.088817491590936,-0.068653313706845,-0.044073752660708,-0.072001536584161,0.02206324501021,0.022890496318802,0.123408280353686,-0.010679530761352,-0.005927701750216,-0.025823345159078,-0.072284104397259,0.058584727953188,-0.184182336194187,0.04693184433836,-0.109777446804083,-0.174488742893113,0.01009686379939,0.009548394556852,-0.019344470153162,-0.052609006930067,-0.099320095630171
rooting_conditions_:_no_or_slight_constraint___ethiopia_2015,-0.466712507033258,0.010293716324671,-0.110359295148424,-0.00253473600764,0.065782659002698,-0.004542046055082,-0.429351037233893,-0.180618450069394,0.202470051391604,-0.210437506895078,0.09023209265511,-0.059845074667465,0.042187744727867,-0.014207921512675,-0.043970770523995,-0.101829358691823,0.042411929983219,-0.24195719731762,-0.032000587821346,0.123770735356522,0.135731807529079,0.013084038564077,0.066254888715577,-0.288329098631464,0.046759745016753,0.001131300531929,0.144899213875111,-0.019260578119281,-0.004747179018719,0.028725690426139,-0.213810001412866,0.083386494778405,-0.028573053480953,-0.011442630475767,0.067357902732891,0.052041972811795,0.405010601097781,-0.009229068383963,-0.069516605557362,0.16508134231758,0.167975326468682,0.036591392645532,1,0.134868146085474,-0.01800820662077,-0.001131300531929,-0.010082370156707,-0.013989527399588,-0.169871584285336,0.019747326339352,-0.255627272812308,0.045751156483357,0.201076043490311,-0.115108844775139,-0.232526798479503,0.02173940214954,-0.045520940705683,0.417269707296121,-0.066870015171454,0.000103558176443,0.168356654878375,-0.004590169574574,-0.43205439771559,0.05132020691477,-0.034863073569713,-0.409315194261359,-0.106392277096444,0.065227973868398,0.053664581612879,-0.10906693316543,-0.037393051148133
has_borrowed___policy___ethiopia_2015,0.019495472739809,-0.008101746529825,0.036858936252062,-0.030855202797226,-0.025145261527987,-0.096197867826884,-0.007121397670625,0.081814464048767,0.053290359479761,0.081740503221254,-0.034698447377888,0.047662304044663,0.234366116469738,0.099322775381325,-0.055132630927029,0.029698638182629,0.000449630384731,0.036975538157818,-0.021858138338595,0.076311089664493,-0.070864690452205,0.020122342297975,0.007140740976706,0.059551626495256,0.032636416993744,-0.088565300239769,0.006371830307737,-0.028110049170505,-0.115016992618898,0.094918643639779,-0.038310565995674,0.041861414783622,1,0.011600568577244,0.015705105161965,-0.024232634366026,-0.026868512820387,0.002962447616197,0.049912723701505,-0.042470915222188,0.002988896647854,-0.042327079212341,-0.028573053480953,0.017187131092216,0.062807467077102,0.088565300239769,-0.002438760135787,0.036483012173331,0.050449228187302,0.117880661051912,0.088703048174667,0.030931680869009,-0.011650749149802,-0.004592292945359,-0.018078949049338,0.018536354897904,-0.021917887406949,-0.037131739662303,0.070762368192464,0.088339542724019,-0.00266516247384,0.015249437417143,0.06719719149123,0.079868164997485,-0.003981905797076,0.002492773456449,0.040156287137579,0.076545168764026,0.023583644843595,0.042171340809687,0.021705362667596
lives_in_gambella___ethiopia_2015,-0.276371349092778,-0.096186689116797,-0.031065898685765,0.063653549250011,-0.031065898685765,0.014937228166085,-0.072284104397259,-0.030930701067363,-0.076032230569064,0.033351562666171,0.023720259929411,-0.136437478130452,-0.060394011172056,-0.019644756490924,-0.021772319260039,-0.009463316945279,-0.036221801923197,-0.082684415637153,-0.02124216958447,-0.136012737473887,-0.099210742137168,0.050118779643709,-0.017908883202396,-0.114754886441147,-0.191322251719275,0.012162295090903,-0.035565119043149,-0.10471091511317,0.016823953228642,-0.00142774976592,-0.035996336617411,0.022538050901861,-0.00266516247384,0.016178656907042,0.02937070309803,0.011777660675529,0.080796922489434,-0.006771942983736,-0.043272344680112,-0.031601659919981,0.045453758798274,-0.000445137690625,0.168356654878375,0.155538851896753,0.03311270743487,-0.012162295090903,-0.017327535443693,-0.034158311446119,-0.088323481041456,0.025473876416053,-0.113534762653524,-0.065691257805741,-0.085291350850665,0.037651185624415,-0.057863483401836,0.011232163128315,-0.240601179588384,0.271200577535958,0.013517107158816,0.033765591271059,1,-0.107575485243843,-0.072739233124888,-0.070662537404166,-0.012326449636368,-0.068910936896735,-0.048981540034594,-0.070923506214254,0.04003225399111,-0.057745281518785,0.20613965697743
lives_in_benishangul_gumuz___ethiopia_2015,-0.283434594488361,-0.054937331155631,-0.034389849202978,-0.031808393418379,-0.034389849202978,-0.038664502818931,-0.08001826939367,-0.034240185877398,-0.03630000507457,-0.092716215385797,0.063507998938619,-0.044623101002144,-0.050513212675673,-0.002917940045669,-0.046415937888442,-0.065061004423612,0.101216138612659,-0.122771614292117,-0.011160270683601,-0.064296437624424,-0.109825970139279,0.018476664399582,0.051028823176297,0.095742391659243,-0.108382327490872,-0.012492955873161,0.041172556439249,0.073329514808642,0.029536335501147,-0.014785847284413,-0.039847828020491,-0.067202132992772,-0.042470915222188,0.01815417316028,0.055732815125259,0.06112092871292,0.142026788916238,-0.030621157629317,-0.047902345374293,1,0.091788299665596,0.005628938769778,0.16508134231758,0.083638438297064,0.061133812820888,0.012492955873161,-0.018494957541837,-0.005077361947445,-0.097773807377075,-0.024735683468643,-0.087418322997398,-0.019991615239926,-0.094417249078863,0.067525090638462,-0.064054688669281,0.011216876799291,-0.204359945546199,0.29408609792712,0.010000417589917,0.113619068866311,-0.031601659919981,-0.059327355676574,-0.051214662088063,-0.084353758397033,0.189764166074754,-0.076284183898421,0.022539327384188,0.034270623525056,0.028673923208828,-0.016587928468399,0.193699350097683
rooting_conditions_:_very_severe_constraint___ethiopia_2015,0.268728460218413,0.054249824508343,0.079657107364922,0.055353734365225,-0.074990893969346,0.016556254839272,-0.174488742893113,0.076178748151013,-0.125971719960669,0.128315385035079,-0.017753089705203,0.0950023792723,-0.030687121303643,-0.008214230096415,0.046741078604005,0.033878402797883,-0.045742424372213,0.159619808573734,-0.012617677488614,-0.059287140144403,-0.178295663256081,0.073389911415209,0.002902800563465,0.305956788646073,0.039934117586798,0.013054189888955,-0.10042245352733,-0.032255341541467,0.036764875364133,-0.039014096490217,-0.086892624284455,-0.101103739694781,0.002492773456449,0.04883274781718,-0.021352129410054,-0.062374753353545,-0.23877400913603,-0.056959719772925,-0.055411595020973,-0.076284183898421,-0.123581607475642,-0.007810059890464,-0.409315194261359,-0.093210263307505,-0.016865896223728,-0.013054189888955,-0.034763492778065,0.011180992033937,0.209809261957162,-0.017238033178437,0.178693792575279,0.017147108357337,-0.129703198478688,0.114229764269474,0.221814404959914,0.011100128841941,0.071263563871506,-0.230112805728047,0.015970178642491,0.012198195597414,-0.068910936896735,-0.00368484576209,-0.175587391623712,0.006849138018321,0.043734997483933,1,0.139136837395048,-0.041897638617571,-0.011484782526762,0.174768957817977,-0.012117077291896
children_education___output___ethiopia_2015,-0.049684251023155,0.164799963356917,-0.01439703975035,-0.003361972394052,-0.029108589214469,0.032892887534881,-0.020504734706424,0.009010646315746,0.038210928244779,-0.074124190021511,0.115238043475464,-0.007978058941237,0.007955931764388,-0.052051207065911,0.133489207788662,-0.006669976800956,0.005231153862891,-0.053226312491255,0.037891781416795,0.054500831343185,-0.041439937196603,1,0.013583384925259,0.126687049786124,0.022049446316149,0.07611143410076,0.047179061814766,-0.056671910602677,0.107904716027958,-0.127317180476219,-0.053855463528223,0.010301740645584,0.020122342297975,0.06527821573683,0.086572918769225,-0.039852880061663,0.086921302875984,0.006222642533922,-0.118387553432605,0.018476664399582,-0.0110476730604,0.011702138462773,0.013084038564077,-0.084921644254892,-0.010288476224062,-0.07611143410076,0.029008861909209,0.072844879312483,0.066965428984465,0.140637072832165,-0.042825138334182,0.026379725029702,-0.008035263758273,-0.108787957124286,0.058260842615197,0.010529534379844,0.111285301727816,0.133912458133768,-0.19386868633206,0.054044269786348,0.050118779643709,-0.015933674682825,-0.035631983975207,0.032204125167912,-0.056031814901455,0.073389911415209,0.014412431645111,-0.034453448534802,0.132406409847064,0.046138330804874,-0.089573821575231
increase_in_price_of_inputs___policy___ethiopia_2015,-0.06595990173074,0.071855541535251,-0.071487145156732,-0.067610709525779,0.05023200689396,-0.026460530636416,-0.068653313706845,-0.066693061250732,0.173685090430432,-0.028148765111807,0.01056831857655,0.094359524956988,0.063469230383313,0.041664338489019,0.039277592105582,0.070509306791854,0.048705047166809,0.106562341146382,-0.029386215717308,0.216633426852681,0.04434251366744,0.026379725029702,0.058341718659901,-0.046208673015663,0.124365780600751,-0.047423211263906,0.083006142421405,-0.055832967559975,-0.117718450542615,0.078353049311125,-0.002169268882594,0.094527781900267,0.030931680869009,-0.029854600883301,-0.028502918505778,0.020262818045327,0.08007881690716,0.085220302936043,-0.04955874706577,-0.019991615239926,0.094846094051464,-0.015352846394255,0.045751156483357,0.090041341477523,0.00104087355841,0.047423211263906,-0.026149601212459,-0.034661029294328,-0.079982426523963,0.00420078972437,0.079054185596802,1,0.117943865158163,0.027016641219951,0.025893591446846,0.00625675545005,0.04898756595364,0.108163402460401,0.110980050941386,0.034461949425619,-0.065691257805741,0.065853692443118,-0.008741620167584,0.184331489812953,-0.056137668139699,0.017147108357337,0.095843293257728,0.127418672131712,-0.034943932491744,0.037141216551202,-0.053265825357486
price_rise_of_food_item___policy___ethiopia_2015,0.236054443660822,-0.08761754288813,0.091002441373295,0.07905383962382,0.092196538552321,-0.011409190729046,-0.024909131368315,0.107595380735372,-0.054037331325034,0.176755199440947,-0.010869439899463,-0.067796927862664,-0.062330883434632,0.001468895169539,0.025475418664155,1,-0.01175270893256,0.348224535413221,-0.005286675890683,-0.159705012005026,-0.085161121568529,-0.006669976800956,-0.029673684027815,-0.064190448330109,-0.07846656557641,0.014638112145846,0.032631279251696,-0.050920330748375,-0.196486121128561,0.019575820965074,0.039726340442375,-0.068650392347788,0.029698638182629,0.026799629031551,-0.025573643378793,0.003294453239223,-0.202532881914376,-0.043868526014133,0.138017096778181,-0.065061004423612,0.067768453116884,-0.022212274934075,-0.101829358691823,-0.019576993328537,0.058432620175824,-0.014638112145846,0.02697067972307,-0.029282948097745,-0.089363307940541,0.009451157699304,0.213660079514984,0.070509306791854,0.03732893701687,-0.016554501412838,-0.041251340193767,0.004885335121623,-0.114116924355848,-0.211953541326992,-0.052452424870893,0.043442816562989,-0.009463316945279,-0.090514065527548,0.106304014640057,-0.113607100611793,0.013853464577112,0.033878402797883,-0.086438006982399,-0.133846387532539,-0.030934298605466,0.071361875166978,0.101949399386237
percentage_of_damaged_crop___policy___ethiopia_2015,0.450888602006759,-0.056642030714444,-0.004617984754491,-0.062040416854509,0.065039280825841,-0.048284889274799,-0.088817491590936,0.236879529394595,-0.079144115258913,0.374180144391668,-0.088209726031153,0.077715214258776,-0.015906975110227,0.027710634966136,0.058292288514884,0.213660079514984,0.022194818130393,0.528601592049477,0.020910771110837,-0.096124096880041,-0.214859208389054,-0.042825138334182,0.044791881717388,0.244476731540754,-0.138772803694453,-0.03015582288007,-0.122715892004799,-0.158678153284568,-0.178536536296867,0.021131936863725,0.22641886168717,-0.022472533638272,0.088703048174667,0.05428910858926,-0.116970286534092,-0.042307373670072,-0.462225728207247,-0.04055088237332,0.231931691582188,-0.087418322997398,-0.047247917804818,-0.013171827486981,-0.255627272812308,-0.081161897676408,-0.018297960554222,0.03015582288007,-0.021137762510609,-0.065160033978997,0.042206318967499,-0.024780393885708,1,0.079054185596802,-0.079792185465324,0.070412001133153,0.153704309344906,0.003898148627197,-0.197607765778612,-0.360608293706947,0.138163441626452,0.045118848080202,-0.113534762653524,0.00690436825985,0.158271225996663,-0.024755560129258,-0.003666019947401,0.178693792575279,0.076599060331669,0.067090455372461,-0.095448285616865,0.07680442173361,0.225130499327906
amount_of_assistance_received___policy___ethiopia_2015,0.419927165063438,-0.123326402370821,0.228344737118789,0.027914938977871,0.002436766401957,0.081760149514624,-0.105858380695684,0.225759654064821,-0.084668924255511,1,-0.054882815726713,-0.061525662722689,-0.032254598076116,-0.068883504172741,0.108323711249114,0.176755199440947,-0.054537695835507,0.446434358576816,0.033860999964568,-0.174185582157901,-0.202680186519951,-0.074124190021511,-0.082815525097846,0.125924327022424,-0.201495228688444,0.067248368942891,-0.156248210141696,-0.095849913813709,-0.227359223599137,0.003857479836494,0.138221347378169,-0.043662105947363,0.081740503221254,0.013480127188016,-0.135746871178978,-0.006359762616386,-0.450935792979818,-0.047050973124272,0.261203978488881,-0.092716215385797,-0.048424973085697,-0.032891517418758,-0.210437506895078,-0.048264418809243,0.037780880675109,-0.067248368942891,-0.028027104354344,-0.091831527000047,-0.021234695533798,-0.048526890347124,0.374180144391668,-0.028148765111807,-0.106369264800369,0.095199724364414,0.024372114030704,0.002881090640093,-0.232566441021002,-0.407973372648057,0.088097497994275,0.07122264424776,0.033351562666171,-0.090579433680214,0.189669547438388,-0.150057254045591,0.076786321146231,0.128315385035079,-0.03368134923524,-0.117130173757114,-0.1424990568015,0.162804888487449,0.232891671826995
household_head_never_married___ethiopia_2015,-0.004731634348644,-0.049343606433241,0.006608782136865,-0.005317384013927,-0.004412960975262,-0.061713726568998,-0.018008870241636,0.007111427021691,-0.006451304477681,-0.032891517418758,-0.007322324242781,-0.090065770066225,-0.012858783301187,-0.22248762338362,-0.181128315458307,-0.022212274934075,-0.020671708565238,-0.036770813873697,-0.017987804829378,-0.054486202004097,0.014576601673136,0.011702138462773,-0.005145706105532,-0.015699995482876,-0.044245926952274,0.033892939423358,0.013913330323769,-0.026426801944999,0.011231618539516,-0.161120165265616,0.027612948319037,0.007400638051318,-0.042327079212341,-0.037982140487531,0.125454324487975,-0.027915991430898,0.010208269094433,-0.023556687066112,0.012658242246709,0.005628938769778,-0.057675276850439,1,0.036591392645532,-0.039194655892515,-0.016217401888756,-0.033892939423358,0.068868864886315,0.106624187304636,-0.036887475803773,-0.005498279146363,-0.013171827486981,-0.015352846394255,0.020829374896388,-0.028575831866649,-0.016977736314505,0.002220684134926,-0.01295032935444,0.022982633701004,-0.077696965242557,-0.005418456249814,-0.000445137690625,-0.037479842577658,-0.039973321694858,-0.045806115452684,-0.010466406146541,-0.007810059890464,-0.099326976604608,-0.094581007786303,0.122710906466289,-0.024187765266279,0.007835433931018
household_head_is_separated___ethiopia_2015,0.03338532228158,-0.013089643263988,-0.010562771121496,0.000963308180655,0.014545057245462,-0.053923218992112,0.014345481418464,0.015056368289451,-0.034837667834903,0.033860999964568,0.01465195667208,-0.081083032102949,-0.013569852839904,-0.194401626765095,-0.009010371954142,-0.005286675890683,0.0151248888613,-0.004566212185391,1,-0.044376408496608,-0.027618253315603,0.037891781416795,-0.023338129962374,0.035654654179021,-0.039736855000384,0.157805061995825,-0.055706164085399,-0.005877159174058,0.003877851874687,-0.091726940785412,0.03952913402017,-0.007906061700026,-0.021858138338595,-0.033187418637059,0.009136921422046,-0.024391982189363,-0.035626725416093,-0.020582979930315,0.024123711210405,-0.011160270683601,-0.069969965778296,-0.017987804829378,-0.032000587821346,-0.064531275676577,-0.008097671974473,-0.157805061995825,0.039919117138748,0.060952934116996,0.021493066573963,-0.031568075484267,0.020910771110837,-0.029386215717308,-0.012888629445658,0.008322631677388,0.01561252254943,-0.004572369485864,0.00689047056424,-0.037128456260837,-0.032025721421102,0.022509183577738,-0.02124216958447,-0.047495754248838,0.020199997456297,-0.04026820825828,-0.019252087645181,-0.012617677488614,-0.056709923767258,-0.080300036664213,-0.003937738408818,-0.00392389039994,0.004220705426249
number_of_pick_axe_owned___policy___ethiopia_2015,-0.214408177103735,-0.016936641035213,-0.034836316184658,-0.069558763304033,-0.025634443094011,-0.0695206884379,-0.038515464061592,0.044162976497425,0.061362144985342,-0.048424973085697,-0.00607060270128,0.122475900464627,0.068659660309666,0.137529702143358,0.022973636321711,0.067768453116884,0.046611812791873,-0.027019935842974,-0.069969965778296,0.088092456982849,0.194659154475605,-0.0110476730604,0.044041836168763,-0.308040243640056,0.086448447190461,-0.153788596728453,0.183978789123653,0.049369319624444,-0.072098748619114,0.197585662129436,-0.07124955858784,0.085950184930548,0.002988896647854,-0.126256499335924,0.056353858474864,0.056393478312688,0.243220737237965,0.042620104891091,-0.059194439624917,0.091788299665596,1,-0.057675276850439,0.167975326468682,0.315305971866534,0.048265002952398,0.153788596728453,-0.063481518038095,-0.125920542947301,-0.263213545751295,0.09445026641643,-0.047247917804818,0.094846094051464,0.216853069980904,0.020944958423002,-0.231841088027982,-0.006040833794807,-0.023847993391494,0.177523975912414,0.122418886510676,-0.033659756962693,0.045453758798274,0.10963989145181,-0.035311290652325,0.060711324250412,0.026663761314218,-0.123581607475642,0.098609087264739,0.20346392475187,0.034479128040983,-0.032225064910903,-0.029848267358974
owns_land_certificate___policy___ethiopia_2015,-0.097662182699416,1,-0.134294293007735,-0.083866810699307,-0.043473067344995,0.003170107080312,0.068022545287265,-0.189201235661693,0.105984836721028,-0.123326402370821,-0.009475243617251,0.179615117082733,0.130053932332976,0.032176459326069,0.226918235529341,-0.08761754288813,0.022834160168999,-0.113416273199427,-0.013089643263988,0.28200857413764,0.042117643336808,0.164799963356917,-0.006450034290608,0.157091611793451,0.247813771476224,-0.021213843537683,-0.040246912571859,0.016998354588657,0.091883342640206,0.006076333786639,-0.053036406891915,0.115163512250151,-0.008101746529825,-0.006129745073961,-0.015434997885535,-0.037168564802935,0.178629652455182,0.054536785659679,-0.220372142566506,-0.054937331155631,-0.016936641035213,-0.049343606433241,0.010293716324671,-0.084480367126124,-0.004188637049597,0.021213843537683,-0.029870801235627,0.038672094906992,0.20947756175794,0.03519809904716,-0.056642030714444,0.071855541535251,0.012323727044379,-0.062198409413247,0.112691237361648,-0.007192826459149,0.351895606294548,0.210450184540634,-0.025823574786239,-0.016072185893201,-0.096186689116797,0.159665885721747,-0.101197752870587,0.217464425504798,-0.127518561480945,0.054249824508343,0.223502360267229,0.144182007539899,0.029186325116656,-0.032812443451227,-0.304326213037839
has_a_bank_account___policy___ethiopia_2015,-0.013677251671078,0.038672094906992,-0.021369466651612,-0.015855464044188,-0.021369466651612,-0.045273810459826,0.001695701880815,-0.02102427092645,0.059728789241716,-0.091831527000047,0.04197662196829,-0.124912664761141,0.044456534473264,-0.038502628760004,-0.158186544317036,-0.029282948097745,-0.004536383677745,-0.091542308843659,0.060952934116996,-0.025107199277147,-0.056412793610999,0.072844879312483,0.04372592641505,0.117484526569409,-0.008514394030028,0.045341910564134,-0.060710694989762,-0.034281499102163,0.108737632624958,-0.163139062073481,-0.022876035856273,0.000871265209649,0.036483012173331,0.079016574285703,0.212692329683136,-0.042480336322368,0.019841221738693,-0.019088916549364,-0.031587837506482,-0.005077361947445,-0.125920542947301,0.106624187304636,-0.013989527399588,-0.106015291845228,-0.004830599709633,-0.045341910564134,0.50555752503379,1,0.103111460386614,0.129431796593333,-0.065160033978997,-0.034661029294328,-0.029734960261263,-0.06573985083561,0.064404728312088,-0.010440964069554,0.10250831037281,0.035489253713109,-0.244498631950349,0.083320137000958,-0.034158311446119,-0.05918178851854,0.017563016236605,-0.017025842839775,-0.068389229588218,0.011180992033937,-0.119179683138718,-0.096370221125653,0.209478082970234,0.009507685769489,-0.083811647676315
