,cluster,crop_sales___output,y4_hhid,land_surface,number_of_tools_owned___policy,crop_diversification___policy,number_of_days_hired_workers___policy,household_head_is_monogamous
1529,0,74000.0,390000000.0,1.1199999898672,4.0,6.0,0.0,1.0
1530,1,50000.0,390000000.0,1.25,1.0,10.0,0.0,0.0
1531,1,37000.0,390000000.0,2.0,2.0,8.0,1.0,0.0
1532,1,216000.0,390000000.0,1.75,11.0,12.0,4.0,1.0
1533,0,18000.0,390000000.0,1.0,5.0,3.0,4.0,1.0
1534,2,2400000.0,390000000.0,3.5,10.0,4.0,10.0,1.0
1535,0,8000.0,390000000.0,0.40000000596046,2.0,6.0,0.0,0.0
1536,1,60000.0,390000000.0,1.2199999997392,6.0,25.0,14.0,0.0
1537,1,120000.0,390000000.0,2.9899999946355997,5.0,34.0,18.0,1.0
1538,1,332000.0,390000000.0,1.9200000315905,5.0,18.0,0.0,1.0
1539,1,111000.0,390000000.0,2.0250000059605,2.0,22.0,3.0,1.0
1540,2,1100000.0,390000000.0,3.5,10.0,17.0,0.0,0.0
1541,1,216000.0,390000000.0,3.1299999952316,4.0,17.0,10.0,1.0
1542,2,15000.0,390000000.0,6.5,10.0,8.0,11.0,1.0
1543,1,158000.0,390000000.0,2.6800000071526,6.0,11.0,0.0,1.0
1544,1,20000.0,390000000.0,1.0999999996275,6.0,17.0,13.0,1.0
1545,1,80000.0,390000000.0,1.75,9.0,8.0,7.0,1.0
1546,1,15000.0,390000000.0,0.98999999836087,5.0,13.0,0.0,1.0
1547,0,377000.0,390000000.0,1.5,2.0,7.0,0.0,1.0
1548,2,280000.0,390000000.0,5.5,4.0,10.0,0.0,1.0
1549,1,60000.0,390000000.0,2.5,6.0,8.0,5.0,1.0
1550,1,168000.0,390000000.0,1.3499999940395,4.0,12.0,4.0,1.0
1551,1,70000.0,390000000.0,2.0,3.0,7.0,0.0,1.0
1552,0,32000.0,390000000.0,0.11999999731779,1.0,6.0,6.0,1.0
1553,2,56000.0,390000000.0,4.5999999940395,7.0,6.0,0.0,1.0
1554,2,249400.0,390000000.0,3.5,7.0,6.0,0.0,1.0
1555,0,140000.0,390000000.0,2.25,2.0,6.0,0.0,1.0
1556,0,3000.0,390000000.0,3.0000000149012,5.0,3.0,0.0,1.0
1557,2,60000.0,390000000.0,4.75,3.0,9.0,10.0,1.0
1558,0,28000.0,390000000.0,0.5,3.0,3.0,4.0,1.0
1559,2,20000.0,390000000.0,4.3000000119209,11.0,7.0,0.0,1.0
1560,1,572000.0,390000000.0,2.2000000029802003,6.0,7.0,0.0,1.0
1561,3,564000.0,390000000.0,14.0,13.0,14.0,6.980124929017603,0.0
1562,2,300000.0,400000000.0,3.7080000638962,10.0,6.0,60.0,1.0
1563,0,22000.0,400000000.0,1.5,1.0,2.0,6.980124929017603,1.0
1564,2,80000.0,400000000.0,4.0,4.0,9.0,9.0,1.0
1565,0,169500.0,400000000.0,0.89999997615814,3.0,2.0,0.0,1.0
1566,2,438000.0,400000000.0,4.75,10.0,13.0,26.0,1.0
1567,0,300000.0,400000000.0,2.0,3.0,4.0,0.0,1.0
1568,1,472000.0,400000000.0,2.8000000119208996,5.0,8.0,21.0,1.0
1569,2,180000.0,400000000.0,3.0999999940394996,6.0,11.0,27.0,1.0
1570,0,80000.0,400000000.0,2.5,4.0,6.0,3.0,0.0
1571,0,540000.0,400000000.0,0.90999999642372,6.0,5.0,0.0,1.0
1572,1,96000.0,400000000.0,1.125,9.0,9.0,0.0,1.0
1573,0,140000.0,400000000.0,0.5,6.0,7.0,0.0,1.0
1574,3,600000.0,400000000.0,3.6800000071526004,15.0,11.0,0.0,1.0
1575,1,96000.0,400000000.0,1.6100000143051,4.0,10.0,0.0,1.0
1576,1,224000.0,400000000.0,1.8799999952316,5.0,12.0,4.0,1.0
1577,1,24000.0,400000000.0,1.75,3.0,12.0,0.0,1.0
1578,2,220000.0,400000000.0,2.8700000047684,8.0,13.0,0.0,1.0
1579,1,32000.0,400000000.0,0.59000001102686,8.0,9.0,1.0,0.0
1580,1,400000.0,400000000.0,1.7400000095366999,4.0,12.0,0.0,1.0
1581,1,66000.0,400000000.0,0.75,3.0,15.0,5.0,0.0
1582,1,208000.0,400000000.0,1.3600000143051,4.0,9.0,17.0,0.0
1583,1,34000.0,400000000.0,0.40000000596046,3.0,18.0,0.0,1.0
1584,1,32000.0,400000000.0,0.54000000655651,5.0,8.0,0.0,1.0
1585,1,24000.0,400000000.0,1.25,6.0,16.0,14.0,0.0
1586,1,80000.0,400000000.0,1.7999999821186,10.0,31.0,14.0,0.0
1587,2,244000.0,400000000.0,6.3499999940395,5.0,12.0,10.0,1.0
1588,2,80000.0,400000000.0,3.5,12.0,7.0,23.0,0.0
1589,0,56000.0,400000000.0,3.0,5.0,5.0,0.0,1.0
1590,0,4300.0,400000000.0,2.3999999761581,2.0,4.0,6.980124929017603,1.0
1591,0,45000.0,400000000.0,3.0,4.0,4.0,0.0,0.0
1592,2,3080000.0,400000000.0,7.8499999940395,8.0,7.0,19.0,1.0
1593,2,704000.0,400000000.0,5.8600000143051,7.0,7.0,20.0,0.0
1594,0,48000.0,400000000.0,2.0,2.0,3.0,0.0,1.0
1595,2,40000.0,400000000.0,4.0,5.8667763157894735,5.0,5.0,1.0
1596,0,14500.0,400000000.0,2.0,1.0,5.0,0.0,1.0
1597,2,86000.0,400000000.0,5.600000001490099,3.0,6.0,0.0,1.0
1598,0,36000.0,400000000.0,3.0,2.0,6.0,16.0,1.0
1599,2,274000.0,400000000.0,6.0,2.0,3.0,1.0,0.0
1600,0,68000.0,400000000.0,3.0,5.0,5.0,6.0,1.0
1601,1,47000.0,400000000.0,2.0,10.0,7.0,36.0,1.0
1602,0,84000.0,400000000.0,2.0,4.0,6.0,0.0,1.0
1603,0,480000.0,400000000.0,1.5,3.0,3.0,10.0,1.0
1604,2,144000.0,400000000.0,3.75,2.0,9.0,30.0,0.0
1605,1,2000.0,400000000.0,1.9999999701977,6.0,7.0,5.0,1.0
1606,1,24000.0,400000000.0,1.75,4.0,7.0,0.0,1.0
1607,0,24000.0,400000000.0,3.6000000238418997,6.0,3.0,6.980124929017603,1.0
1608,2,88000.0,400000000.0,8.139999985694901,4.0,7.0,0.0,1.0
1609,2,672000.0,400000000.0,2.0,14.0,6.0,8.0,1.0
1610,1,15000.0,400000000.0,2.5999999642372003,3.0,7.0,0.0,1.0
1611,0,30000.0,400000000.0,3.5,6.0,4.0,0.0,1.0
1612,0,360000.0,400000000.0,2.0,6.0,5.0,2.0,1.0
1613,0,649000.0,400000000.0,1.5,3.0,5.0,0.0,1.0
1614,2,285000.0,400000000.0,4.0,5.0,5.0,0.0,1.0
1615,0,15000.0,400000000.0,1.1000000238418999,2.0,2.0,0.0,0.0
1616,0,31000.0,400000000.0,2.6499999761581,2.0,5.0,0.0,1.0
1617,1,1732000.0,400000000.0,2.4499999880791,3.0,8.0,0.0,1.0
1618,2,22800.0,400000000.0,3.7999999821186,3.0,9.0,0.0,1.0
1619,1,56000.0,400000000.0,2.8499999642372,2.0,13.0,0.0,1.0
1620,2,145000.0,400000000.0,4.6000000238419005,9.0,9.0,16.0,1.0
1621,2,95000.0,400000000.0,6.0,6.0,7.0,5.0,1.0
1622,0,42000.0,400000000.0,3.1999999880791004,3.0,5.0,50.0,1.0
1623,2,1470000.0,400000000.0,4.5,5.0,9.0,0.0,1.0
1624,2,1000000.0,400000000.0,3.5,8.0,9.0,137.0,1.0
1625,1,264000.0,400000000.0,1.8999999761581001,3.0,7.0,60.0,1.0
1626,0,15000.0,400000000.0,2.0,4.0,2.0,0.0,1.0
1627,0,15000.0,400000000.0,1.1499999761581001,2.0,4.0,0.0,1.0
1628,0,500000.0,400000000.0,2.5,2.0,5.0,0.0,1.0
1629,2,1542000.0,400000000.0,5.299999952316299,7.0,6.0,33.0,1.0
1630,2,1320000.0,400000000.0,5.0,7.0,6.0,1.0,1.0
1631,0,660000.0,400000000.0,2.0,2.0,5.0,0.0,1.0
1632,0,16000.0,400000000.0,3.0400000214577,3.0,4.0,3.0,1.0
1633,3,1568000.0,400000000.0,11.5,10.0,14.0,81.0,1.0
1634,0,125000.0,400000000.0,3.0000000298022997,6.0,4.0,6.980124929017603,1.0
1635,3,1720000.0,400000000.0,16.299999952316,14.0,15.0,35.0,1.0
1636,2,188000.0,400000000.0,5.200000047683701,8.0,8.0,0.0,1.0
1637,1,100000.0,400000000.0,2.4500000476837003,4.0,9.0,1.0,1.0
1638,0,15000.0,400000000.0,2.5,6.0,5.0,6.980124929017603,1.0
1639,0,15000.0,400000000.0,3.0,3.0,3.0,6.980124929017603,1.0
1640,2,127000.0,400000000.0,5.0,6.0,7.0,11.0,0.0
1641,2,271200.0,400000000.0,5.3000000119209005,5.0,11.0,96.0,1.0
1642,0,6300.0,410000000.0,1.75,4.0,6.0,0.0,1.0
1643,1,28000.0,410000000.0,1.25,6.0,7.0,0.0,0.0
1644,0,50000.0,410000000.0,0.36000001430510997,2.0,3.0,0.0,0.0
1645,0,93000.0,410000000.0,0.75,6.0,7.0,24.0,0.0
1646,1,120000.0,410000000.0,0.50000000745058,2.0,11.0,3.0,1.0
1647,0,30000.0,410000000.0,0.050000000745059996,2.0,4.0,0.0,0.0
1648,1,80000.0,410000000.0,1.3000000193715,4.0,12.0,24.0,1.0
1649,2,932000.0,410000000.0,2.7499999701977003,10.0,14.0,20.0,1.0
1650,0,50000.0,410000000.0,0.20000000298023,1.0,6.0,0.0,1.0
1651,1,178000.0,410000000.0,0.26000000163913,3.0,12.0,40.0,1.0
1652,1,1472000.0,410000000.0,2.7000000625848997,5.0,15.0,6.0,1.0
1653,1,280000.0,410000000.0,1.7000000178814,9.0,13.0,0.0,1.0
1654,1,15000.0,410000000.0,1.8000000268221,2.0,9.0,3.0,1.0
1655,2,270000.0,410000000.0,4.0,4.0,6.0,0.0,1.0
1656,1,1565000.0,410000000.0,2.4499999880791,4.0,12.0,0.0,1.0
1657,0,700000.0,410000000.0,2.0,3.0,4.0,0.0,1.0
1658,2,2540000.0,410000000.0,5.0,4.0,12.0,0.0,1.0
1659,1,30000.0,410000000.0,2.7500000074506,7.0,11.0,0.0,1.0
1660,2,3160000.0,410000000.0,6.0,6.0,11.0,0.0,1.0
1661,2,900000.0,410000000.0,4.0,6.0,4.0,0.0,1.0
1662,1,21000.0,410000000.0,0.70000001788139,2.0,10.0,0.0,1.0
1663,2,1610000.0,410000000.0,4.75,7.0,16.0,0.0,1.0
1664,2,2260000.0,410000000.0,2.25,12.0,8.0,0.0,1.0
1665,1,896000.0,410000000.0,2.75,7.0,14.0,0.0,1.0
1666,0,1200000.0,410000000.0,1.0,4.0,7.0,0.0,1.0
1667,1,94000.0,410000000.0,0.80000001192093,2.0,8.0,0.0,1.0
1668,1,912000.0,410000000.0,2.7000000253320002,5.0,13.0,0.0,0.0
1669,2,600000.0,410000000.0,4.4500000029802,3.0,15.0,0.0,1.0
1670,1,240000.0,410000000.0,1.5000000149011998,5.0,10.0,0.0,1.0
1671,2,1880000.0,410000000.0,4.0,7.0,9.0,7.0,1.0
1672,0,540000.0,410000000.0,2.5,3.0,6.0,0.0,1.0
1673,0,200000.0,410000000.0,0.75,4.0,4.0,0.0,1.0
1674,1,180000.0,410000000.0,1.5,6.0,9.0,0.0,1.0
1675,0,700000.0,410000000.0,1.9000000059605,5.0,6.0,0.0,1.0
1676,2,1097000.0,410000000.0,12.5,3.0,14.0,0.0,1.0
1677,2,1200000.0,410000000.0,6.0,3.0,12.0,51.0,1.0
1678,2,480000.0,410000000.0,12.0,3.0,14.0,0.0,1.0
1679,2,1850000.0,410000000.0,5.0,5.0,6.0,0.0,1.0
1680,0,360000.0,410000000.0,3.0,4.0,6.0,0.0,0.0
1681,2,4100000.0,410000000.0,4.0,11.0,8.0,0.0,0.0
1682,1,480000.0,410000000.0,1.75,4.0,8.0,0.0,1.0
1683,1,350000.0,410000000.0,3.0,4.0,10.0,0.0,1.0
1684,2,307000.0,410000000.0,5.0,4.0,7.0,0.0,1.0
1685,0,650000.0,410000000.0,0.0,4.0,4.0,0.0,1.0
1686,0,120000.0,410000000.0,2.0,3.0,2.0,30.0,1.0
1687,0,2000000.0,410000000.0,2.0,3.0,5.0,38.0,1.0
1688,0,204000.0,410000000.0,2.0,4.0,3.0,0.0,1.0
1689,0,24000.0,410000000.0,0.5,1.0,3.0,0.0,0.0
1690,0,330000.0,410000000.0,0.40000000596046,4.0,7.0,20.0,0.0
1691,1,160000.0,410000000.0,1.8000000417233,5.0,10.0,0.0,1.0
1692,0,18000.0,410000000.0,0.49000000208615996,3.0,7.0,12.0,1.0
1693,1,120000.0,410000000.0,1.8999999910593,4.0,11.0,0.0,1.0
1694,1,92000.0,410000000.0,1.1000000238418999,6.0,10.0,5.0,1.0
1695,1,72000.0,410000000.0,2.100000038743,7.0,11.0,0.0,0.0
1696,0,40000.0,410000000.0,0.0,2.0,4.0,0.0,1.0
1697,0,120000.0,410000000.0,0.5,2.0,2.0,3.0,1.0
1698,0,420000.0,410000000.0,1.1500000059605,4.0,6.0,6.0,1.0
1699,1,100000.0,410000000.0,1.4000000357628,2.0,8.0,4.0,0.0
1700,0,50000.0,410000000.0,0.10000000149011999,2.0,3.0,0.0,1.0
1701,0,70000.0,410000000.0,1.5,1.0,3.0,2.0,0.0
1702,0,430000.0,410000000.0,0.40000001341105,2.0,3.0,0.0,1.0
1703,0,260000.0,410000000.0,0.40000000596046,3.0,4.0,0.0,1.0
1704,0,50000.0,410000000.0,0.30000001192093,3.0,2.0,0.0,1.0
1705,0,60000.0,420000000.0,0.40000000596046,5.0,4.0,0.0,1.0
1706,1,652000.0,420000000.0,1.9500000067054999,3.0,13.0,0.0,0.0
1707,3,6180000.0,420000000.0,8.0,16.0,9.0,22.0,1.0
1708,0,300000.0,420000000.0,0.75,6.0,5.0,0.0,1.0
1709,1,1760000.0,420000000.0,1.8000000119209,2.0,15.0,34.0,0.0
1710,2,2400000.0,420000000.0,4.0,4.0,8.0,0.0,1.0
1711,0,600000.0,420000000.0,1.0,4.0,4.0,0.0,1.0
1712,2,1500000.0,420000000.0,9.0,6.0,10.0,0.0,1.0
1713,1,300000.0,420000000.0,1.0000000298023,4.0,11.0,0.0,1.0
1714,1,280000.0,420000000.0,1.2000000178813999,3.0,9.0,0.0,1.0
1715,3,2800000.0,420000000.0,5.5,12.0,12.0,141.0,1.0
1716,0,180000.0,420000000.0,2.4000000953674,2.0,6.0,0.0,1.0
1717,0,600000.0,420000000.0,0.80000001192093,1.0,3.0,28.0,1.0
1718,1,148000.0,420000000.0,1.8000000268221,3.0,13.0,0.0,1.0
1719,1,160000.0,420000000.0,1.1500000208616001,3.0,9.0,0.0,1.0
1720,1,570000.0,420000000.0,0.6000000089406999,3.0,11.0,0.0,1.0
1721,2,260000.0,420000000.0,4.0,9.0,13.0,21.0,0.0
1722,1,30000.0,420000000.0,0.70000001043081,3.0,11.0,22.0,1.0
1723,1,236000.0,420000000.0,1.9000000059605,6.0,16.0,41.0,1.0
1724,1,600000.0,420000000.0,1.1500000059605,7.0,12.0,29.0,1.0
1725,1,30000.0,420000000.0,2.0,1.0,11.0,7.0,1.0
1726,2,92000.0,420000000.0,4.2000000029802,2.0,12.0,0.0,1.0
1727,1,240000.0,420000000.0,2.5,3.0,8.0,0.0,0.0
1728,2,700000.0,420000000.0,6.6999999135733,3.0,16.0,0.0,1.0
1729,1,240000.0,420000000.0,1.0,4.0,9.0,0.0,1.0
1730,2,80000.0,420000000.0,4.699999935925,5.0,17.0,0.0,1.0
1731,1,444000.0,420000000.0,1.900000013411,2.0,11.0,27.0,1.0
1732,1,30000.0,420000000.0,1.1000000238418999,3.0,11.0,0.0,1.0
1733,2,110000.0,420000000.0,3.5,5.0,9.0,18.0,1.0
1734,1,84000.0,420000000.0,1.3000000417233,6.0,16.0,94.0,1.0
1735,2,20000.0,420000000.0,3.3000000491738,6.0,7.0,0.0,1.0
1736,1,36000.0,420000000.0,0.8500000089407,2.0,10.0,0.0,1.0
1737,2,720000.0,420000000.0,3.8000000119208996,8.0,9.0,18.0,1.0
1738,2,1200000.0,420000000.0,4.1000000536442,5.0,7.0,0.0,1.0
1739,2,459500.0,420000000.0,7.25,4.0,19.0,0.0,1.0
1740,3,400000.0,420000000.0,5.0,12.0,7.0,0.0,0.0
1741,2,275000.0,420000000.0,5.5,7.0,7.0,0.0,0.0
1742,1,50000.0,420000000.0,1.75,3.0,9.0,0.0,1.0
1743,0,80000.0,420000000.0,1.1000000014901001,4.0,3.0,0.0,1.0
1744,2,90000.0,420000000.0,3.7499999888241,6.0,15.0,0.0,1.0
1745,1,500000.0,420000000.0,2.0000000298023,3.0,7.0,0.0,1.0
1746,1,440000.0,420000000.0,1.25,3.0,10.0,0.0,1.0
1747,2,638000.0,420000000.0,4.75,4.0,17.0,0.0,1.0
1748,0,450000.0,420000000.0,0.75000000745058,2.0,6.0,0.0,1.0
1749,1,1700000.0,420000000.0,2.25,5.0,16.0,0.0,1.0
1750,1,80000.0,420000000.0,1.5,4.0,9.0,0.0,1.0
1751,1,800000.0,420000000.0,2.25,3.0,9.0,0.0,1.0
1752,1,390000.0,420000000.0,1.25,3.0,8.0,0.0,1.0
1753,1,120000.0,420000000.0,1.75,3.0,8.0,0.0,1.0
1754,1,24000.0,420000000.0,1.7000000029802,2.0,14.0,28.0,1.0
1755,0,40000.0,420000000.0,2.0,3.0,6.0,0.0,1.0
1756,1,60000.0,420000000.0,2.7000000029802003,3.0,10.0,0.0,1.0
1757,1,16000.0,420000000.0,0.90000002831221,1.0,9.0,0.0,1.0
1758,0,270000.0,420000000.0,2.0000000149012,2.0,6.0,0.0,1.0
1759,1,400000.0,420000000.0,1.3799999952316,6.0,14.0,0.0,1.0
1760,2,160000.0,420000000.0,3.5,3.0,20.0,0.0,1.0
1761,1,42000.0,420000000.0,1.4000000059605,2.0,9.0,0.0,1.0
1762,1,320000.0,420000000.0,1.25,2.0,12.0,0.0,1.0
1763,3,50000.0,420000000.0,1.25,17.0,9.0,20.0,1.0
1764,1,150000.0,420000000.0,2.25,6.0,10.0,0.0,1.0
1765,1,17000.0,420000000.0,1.3000000268221001,3.0,9.0,0.0,1.0
1766,1,1580000.0,420000000.0,2.5,5.0,11.0,12.0,1.0
1767,1,280000.0,420000000.0,2.0,8.0,12.0,4.0,0.0
1768,1,230000.0,420000000.0,1.6500000357628,5.0,14.0,14.0,1.0
1769,0,40000.0,420000000.0,1.0,4.0,7.0,6.0,1.0
1770,1,636000.0,420000000.0,2.9000000357628,4.0,9.0,22.0,1.0
1771,0,66000.0,420000000.0,2.7500000074506,4.0,4.0,0.0,1.0
1772,1,212000.0,420000000.0,0.70000001788139,4.0,9.0,6.0,1.0
1773,1,99000.0,420000000.0,0.5,2.0,9.0,16.0,0.0
1774,2,680000.0,420000000.0,2.7000000178814,10.0,9.0,0.0,1.0
1775,1,55000.0,420000000.0,1.5,6.0,10.0,0.0,1.0
1776,3,536000.0,420000000.0,5.4000000059605,14.0,20.0,0.0,1.0
1777,1,28000.0,430000000.0,1.0,3.0,11.0,0.0,1.0
1778,1,1252000.0,430000000.0,1.7000000178814,11.0,16.0,0.0,1.0
1779,1,160000.0,430000000.0,2.0500000193715002,7.0,13.0,3.0,1.0
1780,2,80000.0,430000000.0,6.0,9.0,10.0,0.0,1.0
1781,1,20000.0,430000000.0,0.70000000298023,5.0,10.0,0.0,1.0
1782,1,396000.0,430000000.0,1.5,3.0,14.0,0.0,1.0
1783,1,60000.0,430000000.0,1.1000000014901001,3.0,9.0,0.0,1.0
1784,0,180000.0,430000000.0,2.75,4.0,5.0,0.0,1.0
1785,0,30000.0,430000000.0,0.50000001490116,3.0,5.0,0.0,1.0
1786,2,512000.0,430000000.0,3.3000000268221004,5.0,13.0,0.0,1.0
1787,1,1680000.0,430000000.0,2.2000000029802003,5.0,11.0,9.0,1.0
1788,3,11900000.0,430000000.0,6.5,11.0,25.0,69.0,1.0
1789,3,2260000.0,430000000.0,2.5,13.0,13.0,63.0,1.0
1790,2,1440000.0,430000000.0,3.0,8.0,8.0,20.0,0.0
1791,2,3876000.0,430000000.0,3.75,11.0,9.0,112.0,1.0
1792,2,1440000.0,430000000.0,4.4000000059605,9.0,20.0,0.0,1.0
1793,1,504000.0,430000000.0,2.25,6.0,7.0,14.0,0.0
1794,1,50000.0,430000000.0,1.75,5.0,11.0,5.0,1.0
1795,1,1470000.0,430000000.0,1.6000000238418999,4.0,10.0,0.0,1.0
1796,1,600000.0,430000000.0,1.5000000149011998,5.0,8.0,0.0,1.0
1797,3,2320000.0,430000000.0,6.5,10.0,13.0,10.0,1.0
1798,2,5160000.0,430000000.0,5.000000029802299,3.0,11.0,12.0,0.0
1799,2,252000.0,430000000.0,3.0,7.0,13.0,0.0,1.0
1800,2,396000.0,430000000.0,3.25,5.0,10.0,3.0,1.0
1801,2,12600000.0,430000000.0,5.600000001490099,5.0,12.0,24.0,1.0
1802,1,1364000.0,430000000.0,2.2500000223517,3.0,12.0,10.0,1.0
1803,3,11700000.0,430000000.0,9.000000059604599,14.0,16.0,127.0,1.0
1804,1,240000.0,430000000.0,1.0000000149011998,1.0,8.0,3.0,1.0
1805,2,180000.0,430000000.0,6.75,8.0,12.0,0.0,0.0
1806,0,500000.0,430000000.0,2.5000000149012003,6.0,5.0,0.0,1.0
1807,0,552000.0,430000000.0,2.2000000476837003,4.0,6.0,0.0,1.0
1808,0,450000.0,430000000.0,2.25,4.0,3.0,0.0,1.0
1809,1,90000.0,430000000.0,2.0,3.0,7.0,0.0,1.0
1810,2,3400000.0,430000000.0,3.5,10.0,12.0,0.0,1.0
1811,1,150400.0,430000000.0,2.0000000149012,11.0,13.0,0.0,1.0
1812,1,40000.0,430000000.0,2.4000000953674,3.0,9.0,5.0,1.0
1813,1,20000.0,430000000.0,2.1600000038743,5.0,12.0,0.0,1.0
1814,3,2220000.0,430000000.0,8.5000000074506,11.0,13.0,37.0,1.0
1815,2,310000.0,430000000.0,2.8000000491738,8.0,12.0,0.0,1.0
1816,0,940000.0,430000000.0,3.7999999523162997,4.0,4.0,0.0,1.0
1817,1,230000.0,430000000.0,1.75,4.0,10.0,0.0,1.0
1818,2,2080000.0,430000000.0,4.2800000011921,3.0,8.0,0.0,1.0
1819,1,192000.0,430000000.0,0.85000000149012,3.0,10.0,0.0,1.0
1820,1,460000.0,430000000.0,2.5,3.0,11.0,0.0,1.0
1821,3,5352800.0,430000000.0,8.5,8.0,24.0,0.0,1.0
1822,2,312000.0,430000000.0,4.0,5.0,7.0,0.0,1.0
1823,1,600000.0,430000000.0,2.0,4.0,11.0,0.0,1.0
1824,2,270000.0,430000000.0,4.0,5.0,7.0,0.0,1.0
1825,2,2300000.0,430000000.0,4.500000007450599,6.0,14.0,0.0,1.0
